person_id,person_type,club_id,relationship,interest_signal,signal_strength,club_role,years_active
A26-106924,Applicant,CLB-10,INTERESTED_IN,Portal Click,Explicit,,
A26-107307,Applicant,CLB-27,INTERESTED_IN,Portal Click,Passive,,
A26-108254,Applicant,CLB-37,INTERESTED_IN,Essay Mention,Sustained,,
A26-108042,Applicant,CLB-04,INTERESTED_IN,Info Session Topic,Explicit,,
A26-106148,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Explicit,,
A26-106148,Applicant,CLB-11,INTERESTED_IN,Portal Click,Passive,,
A26-107527,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Passive,,
A26-107527,Applicant,CLB-22,INTERESTED_IN,Essay Mention,Sustained,,
A26-103287,Applicant,CLB-05,INTERESTED_IN,Portal Click,Passive,,
A26-104750,Applicant,CLB-09,INTERESTED_IN,Essay Mention,Explicit,,
A26-107475,Applicant,CLB-15,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107475,Applicant,CLB-23,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-105033,Applicant,CLB-19,INTERESTED_IN,Portal Click,Passive,,
A26-105033,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Explicit,,
A26-104811,Applicant,CLB-08,INTERESTED_IN,Info Session Topic,Sustained,,
A26-108283,Applicant,CLB-23,INTERESTED_IN,Portal Click,Passive,,
A26-108283,Applicant,CLB-07,INTERESTED_IN,Portal Click,Explicit,,
A26-108283,Applicant,CLB-06,INTERESTED_IN,Portal Click,Passive,,
A26-105103,Applicant,CLB-05,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-105103,Applicant,CLB-14,INTERESTED_IN,Portal Click,Explicit,,
A26-105103,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105103,Applicant,CLB-33,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-108016,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Passive,,
A26-108016,Applicant,CLB-22,INTERESTED_IN,Info Session Topic,Passive,,
A26-108016,Applicant,CLB-02,INTERESTED_IN,Portal Click,Sustained,,
A26-102770,Applicant,CLB-25,INTERESTED_IN,Portal Click,Passive,,
A26-102770,Applicant,CLB-21,INTERESTED_IN,Essay Mention,Passive,,
A26-102770,Applicant,CLB-37,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-101277,Applicant,CLB-32,INTERESTED_IN,Info Session Topic,Sustained,,
A26-101277,Applicant,CLB-22,INTERESTED_IN,Portal Click,Explicit,,
A26-101277,Applicant,CLB-39,INTERESTED_IN,Portal Click,Passive,,
A26-101265,Applicant,CLB-11,INTERESTED_IN,Info Session Topic,Sustained,,
A26-101265,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-101265,Applicant,CLB-44,INTERESTED_IN,Application Checkbox,Sustained,,
A26-101265,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-101754,Applicant,CLB-14,INTERESTED_IN,Counsellor Note,Passive,,
A26-101754,Applicant,CLB-19,INTERESTED_IN,Portal Click,Explicit,,
A26-101726,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Passive,,
A26-105437,Applicant,CLB-01,INTERESTED_IN,Portal Click,Sustained,,
A26-105437,Applicant,CLB-24,INTERESTED_IN,Essay Mention,Passive,,
A26-103830,Applicant,CLB-12,INTERESTED_IN,Application Checkbox,Passive,,
A26-103830,Applicant,CLB-23,INTERESTED_IN,Portal Click,Passive,,
A26-103830,Applicant,CLB-09,INTERESTED_IN,Portal Click,Passive,,
A26-106976,Applicant,CLB-08,INTERESTED_IN,Application Checkbox,Sustained,,
A26-100466,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Explicit,,
A26-101085,Applicant,CLB-22,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-101085,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-101085,Applicant,CLB-07,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-101366,Applicant,CLB-15,INTERESTED_IN,Portal Click,Explicit,,
A26-101366,Applicant,CLB-22,INTERESTED_IN,Info Session Topic,Passive,,
A26-101366,Applicant,CLB-21,INTERESTED_IN,Portal Click,Sustained,,
A26-101366,Applicant,CLB-13,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105778,Applicant,CLB-23,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-101361,Applicant,CLB-17,INTERESTED_IN,Info Session Topic,Passive,,
A26-101361,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-101361,Applicant,CLB-41,INTERESTED_IN,Counsellor Note,Passive,,
A26-101484,Applicant,CLB-39,INTERESTED_IN,Application Checkbox,Sustained,,
A26-105068,Applicant,CLB-01,INTERESTED_IN,Portal Click,Passive,,
A26-104898,Applicant,CLB-23,INTERESTED_IN,Counsellor Note,Explicit,,
A26-102786,Applicant,CLB-04,INTERESTED_IN,Info Session Topic,Explicit,,
A26-102786,Applicant,CLB-25,INTERESTED_IN,Info Session Topic,Explicit,,
A26-102786,Applicant,CLB-29,INTERESTED_IN,Essay Mention,Passive,,
A26-101433,Applicant,CLB-12,INTERESTED_IN,Portal Click,Explicit,,
A26-101433,Applicant,CLB-17,INTERESTED_IN,Info Session Topic,Sustained,,
A26-101433,Applicant,CLB-09,INTERESTED_IN,Info Session Topic,Explicit,,
A26-100413,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Explicit,,
A26-100228,Applicant,CLB-07,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-100228,Applicant,CLB-39,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-105671,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105671,Applicant,CLB-01,INTERESTED_IN,Essay Mention,Passive,,
A26-105671,Applicant,CLB-13,INTERESTED_IN,Portal Click,Sustained,,
A26-105671,Applicant,CLB-39,INTERESTED_IN,Info Session Topic,Sustained,,
A26-105931,Applicant,CLB-39,INTERESTED_IN,Info Session Topic,Passive,,
A26-105931,Applicant,CLB-01,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105931,Applicant,CLB-33,INTERESTED_IN,Portal Click,Passive,,
A26-105931,Applicant,CLB-19,INTERESTED_IN,Portal Click,Passive,,
A26-102436,Applicant,CLB-03,INTERESTED_IN,Essay Mention,Explicit,,
A26-102436,Applicant,CLB-23,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-102436,Applicant,CLB-25,INTERESTED_IN,Info Session Topic,Passive,,
A26-102436,Applicant,CLB-19,INTERESTED_IN,Info Session Topic,Passive,,
A26-105853,Applicant,CLB-32,INTERESTED_IN,Essay Mention,Passive,,
A26-105853,Applicant,CLB-28,INTERESTED_IN,Portal Click,Passive,,
A26-103693,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Sustained,,
A26-103693,Applicant,CLB-08,INTERESTED_IN,Portal Click,Passive,,
A26-103693,Applicant,CLB-19,INTERESTED_IN,Info Session Topic,Explicit,,
A26-100366,Applicant,CLB-04,INTERESTED_IN,Portal Click,Sustained,,
A26-100366,Applicant,CLB-01,INTERESTED_IN,Portal Click,Passive,,
A26-107844,Applicant,CLB-10,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107844,Applicant,CLB-07,INTERESTED_IN,Essay Mention,Sustained,,
A26-107844,Applicant,CLB-09,INTERESTED_IN,Application Checkbox,Passive,,
A26-106956,Applicant,CLB-11,INTERESTED_IN,Portal Click,Explicit,,
A26-106956,Applicant,CLB-16,INTERESTED_IN,Info Session Topic,Sustained,,
A26-106956,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Passive,,
A26-106956,Applicant,CLB-26,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-101479,Applicant,CLB-25,INTERESTED_IN,Counsellor Note,Explicit,,
A26-101479,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Passive,,
A26-101479,Applicant,CLB-08,INTERESTED_IN,Info Session Topic,Passive,,
A26-102115,Applicant,CLB-14,INTERESTED_IN,Portal Click,Explicit,,
A26-102115,Applicant,CLB-37,INTERESTED_IN,Portal Click,Explicit,,
A26-102115,Applicant,CLB-21,INTERESTED_IN,Portal Click,Passive,,
A26-104297,Applicant,CLB-41,INTERESTED_IN,Info Session Topic,Passive,,
A26-104297,Applicant,CLB-13,INTERESTED_IN,Info Session Topic,Passive,,
A26-104297,Applicant,CLB-10,INTERESTED_IN,Application Checkbox,Explicit,,
A26-102935,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Passive,,
A26-102935,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Explicit,,
A26-101320,Applicant,CLB-29,INTERESTED_IN,Portal Click,Passive,,
A26-101320,Applicant,CLB-12,INTERESTED_IN,Info Session Topic,Passive,,
A26-101884,Applicant,CLB-14,INTERESTED_IN,Info Session Topic,Sustained,,
A26-101884,Applicant,CLB-23,INTERESTED_IN,Portal Click,Sustained,,
A26-106638,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-106638,Applicant,CLB-02,INTERESTED_IN,Application Checkbox,Passive,,
A26-106638,Applicant,CLB-05,INTERESTED_IN,Info Session Topic,Explicit,,
A26-106638,Applicant,CLB-07,INTERESTED_IN,Portal Click,Passive,,
A26-101530,Applicant,CLB-17,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-103805,Applicant,CLB-11,INTERESTED_IN,Counsellor Note,Explicit,,
A26-103805,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Explicit,,
A26-103805,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-103426,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Sustained,,
A26-103426,Applicant,CLB-22,INTERESTED_IN,Portal Click,Passive,,
A26-105392,Applicant,CLB-26,INTERESTED_IN,Portal Click,Passive,,
A26-103894,Applicant,CLB-04,INTERESTED_IN,Application Checkbox,Explicit,,
A26-103894,Applicant,CLB-15,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-104829,Applicant,CLB-40,INTERESTED_IN,Info Session Topic,Sustained,,
A26-104829,Applicant,CLB-09,INTERESTED_IN,Portal Click,Passive,,
A26-100480,Applicant,CLB-22,INTERESTED_IN,Portal Click,Passive,,
A26-101046,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-101046,Applicant,CLB-17,INTERESTED_IN,Application Checkbox,Passive,,
A26-101046,Applicant,CLB-09,INTERESTED_IN,Info Session Topic,Sustained,,
A26-104182,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Explicit,,
A26-104182,Applicant,CLB-22,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-104182,Applicant,CLB-05,INTERESTED_IN,Essay Mention,Passive,,
A26-102745,Applicant,CLB-23,INTERESTED_IN,Essay Mention,Passive,,
A26-102745,Applicant,CLB-32,INTERESTED_IN,Portal Click,Sustained,,
A26-102512,Applicant,CLB-17,INTERESTED_IN,Info Session Topic,Explicit,,
A26-101968,Applicant,CLB-39,INTERESTED_IN,Counsellor Note,Explicit,,
A26-103786,Applicant,CLB-19,INTERESTED_IN,Info Session Topic,Passive,,
A26-103786,Applicant,CLB-09,INTERESTED_IN,Essay Mention,Explicit,,
A26-107113,Applicant,CLB-25,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-107113,Applicant,CLB-22,INTERESTED_IN,Info Session Topic,Passive,,
A26-103602,Applicant,CLB-41,INTERESTED_IN,Counsellor Note,Sustained,,
A26-103602,Applicant,CLB-03,INTERESTED_IN,Portal Click,Passive,,
A26-103602,Applicant,CLB-13,INTERESTED_IN,Application Checkbox,Explicit,,
A26-103602,Applicant,CLB-08,INTERESTED_IN,Application Checkbox,Explicit,,
A26-100274,Applicant,CLB-39,INTERESTED_IN,Application Checkbox,Passive,,
A26-107985,Applicant,CLB-10,INTERESTED_IN,Application Checkbox,Passive,,
A26-105214,Applicant,CLB-38,INTERESTED_IN,Info Session Topic,Passive,,
A26-105214,Applicant,CLB-23,INTERESTED_IN,Application Checkbox,Sustained,,
A26-101979,Applicant,CLB-21,INTERESTED_IN,Portal Click,Passive,,
A26-101979,Applicant,CLB-10,INTERESTED_IN,Info Session Topic,Explicit,,
A26-101001,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Explicit,,
A26-106786,Applicant,CLB-40,INTERESTED_IN,Application Checkbox,Passive,,
A26-106786,Applicant,CLB-28,INTERESTED_IN,Essay Mention,Passive,,
A26-106293,Applicant,CLB-37,INTERESTED_IN,Portal Click,Explicit,,
A26-106293,Applicant,CLB-17,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-100454,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Passive,,
A26-100454,Applicant,CLB-09,INTERESTED_IN,Essay Mention,Explicit,,
A26-100454,Applicant,CLB-10,INTERESTED_IN,Portal Click,Explicit,,
A26-107724,Applicant,CLB-17,INTERESTED_IN,Essay Mention,Explicit,,
A26-107724,Applicant,CLB-03,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-100753,Applicant,CLB-10,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-106580,Applicant,CLB-11,INTERESTED_IN,Info Session Topic,Sustained,,
A26-106580,Applicant,CLB-14,INTERESTED_IN,Info Session Topic,Explicit,,
A26-108154,Applicant,CLB-10,INTERESTED_IN,Application Checkbox,Passive,,
A26-105721,Applicant,CLB-31,INTERESTED_IN,Application Checkbox,Passive,,
A26-105721,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-105721,Applicant,CLB-10,INTERESTED_IN,Essay Mention,Explicit,,
A26-101667,Applicant,CLB-21,INTERESTED_IN,Portal Click,Passive,,
A26-101682,Applicant,CLB-41,INTERESTED_IN,Portal Click,Sustained,,
A26-101682,Applicant,CLB-13,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-101682,Applicant,CLB-01,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-101682,Applicant,CLB-39,INTERESTED_IN,Portal Click,Passive,,
A26-103205,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107071,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-107071,Applicant,CLB-01,INTERESTED_IN,Application Checkbox,Passive,,
A26-101294,Applicant,CLB-09,INTERESTED_IN,Portal Click,Passive,,
A26-106529,Applicant,CLB-19,INTERESTED_IN,Essay Mention,Passive,,
A26-103778,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-103778,Applicant,CLB-44,INTERESTED_IN,Portal Click,Passive,,
A26-103778,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Sustained,,
A26-103778,Applicant,CLB-12,INTERESTED_IN,Info Session Topic,Explicit,,
A26-107201,Applicant,CLB-15,INTERESTED_IN,Info Session Topic,Sustained,,
A26-107201,Applicant,CLB-09,INTERESTED_IN,Essay Mention,Explicit,,
A26-107201,Applicant,CLB-10,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-100533,Applicant,CLB-19,INTERESTED_IN,Portal Click,Explicit,,
A26-100533,Applicant,CLB-22,INTERESTED_IN,Essay Mention,Explicit,,
A26-100671,Applicant,CLB-41,INTERESTED_IN,Essay Mention,Passive,,
A26-100671,Applicant,CLB-44,INTERESTED_IN,Application Checkbox,Sustained,,
A26-106007,Applicant,CLB-33,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-106007,Applicant,CLB-09,INTERESTED_IN,Application Checkbox,Sustained,,
A26-107408,Applicant,CLB-27,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107408,Applicant,CLB-31,INTERESTED_IN,Info Session Topic,Sustained,,
A26-101181,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-105384,Applicant,CLB-04,INTERESTED_IN,Info Session Topic,Passive,,
A26-105384,Applicant,CLB-27,INTERESTED_IN,Portal Click,Passive,,
A26-100782,Applicant,CLB-15,INTERESTED_IN,Portal Click,Passive,,
A26-102738,Applicant,CLB-11,INTERESTED_IN,Portal Click,Explicit,,
A26-102738,Applicant,CLB-10,INTERESTED_IN,Essay Mention,Passive,,
A26-108022,Applicant,CLB-04,INTERESTED_IN,Portal Click,Explicit,,
A26-108022,Applicant,CLB-24,INTERESTED_IN,Portal Click,Explicit,,
A26-108022,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-108022,Applicant,CLB-23,INTERESTED_IN,Portal Click,Passive,,
A26-105538,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-107886,Applicant,CLB-07,INTERESTED_IN,Portal Click,Passive,,
A26-107886,Applicant,CLB-28,INTERESTED_IN,Portal Click,Explicit,,
A26-107886,Applicant,CLB-32,INTERESTED_IN,Info Session Topic,Passive,,
A26-101386,Applicant,CLB-03,INTERESTED_IN,Application Checkbox,Explicit,,
A26-101386,Applicant,CLB-39,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-107719,Applicant,CLB-26,INTERESTED_IN,Portal Click,Sustained,,
A26-104381,Applicant,CLB-08,INTERESTED_IN,Application Checkbox,Sustained,,
A26-105237,Applicant,CLB-40,INTERESTED_IN,Counsellor Note,Passive,,
A26-105237,Applicant,CLB-17,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-105237,Applicant,CLB-19,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105328,Applicant,CLB-15,INTERESTED_IN,Info Session Topic,Passive,,
A26-105174,Applicant,CLB-21,INTERESTED_IN,Info Session Topic,Sustained,,
A26-107445,Applicant,CLB-21,INTERESTED_IN,Application Checkbox,Sustained,,
A26-107445,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Passive,,
A26-107445,Applicant,CLB-14,INTERESTED_IN,Portal Click,Sustained,,
A26-107445,Applicant,CLB-28,INTERESTED_IN,Info Session Topic,Passive,,
A26-104260,Applicant,CLB-13,INTERESTED_IN,Portal Click,Explicit,,
A26-104260,Applicant,CLB-08,INTERESTED_IN,Portal Click,Sustained,,
A26-104260,Applicant,CLB-09,INTERESTED_IN,Portal Click,Sustained,,
A26-104511,Applicant,CLB-09,INTERESTED_IN,Essay Mention,Explicit,,
A26-104511,Applicant,CLB-44,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-108210,Applicant,CLB-05,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-106030,Applicant,CLB-27,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105248,Applicant,CLB-15,INTERESTED_IN,Info Session Topic,Explicit,,
A26-105248,Applicant,CLB-14,INTERESTED_IN,Portal Click,Explicit,,
A26-105248,Applicant,CLB-11,INTERESTED_IN,Info Session Topic,Passive,,
A26-108217,Applicant,CLB-26,INTERESTED_IN,Portal Click,Passive,,
A26-108217,Applicant,CLB-07,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-106394,Applicant,CLB-29,INTERESTED_IN,Application Checkbox,Explicit,,
A26-106394,Applicant,CLB-37,INTERESTED_IN,Essay Mention,Explicit,,
A26-106394,Applicant,CLB-22,INTERESTED_IN,Portal Click,Passive,,
A26-100816,Applicant,CLB-07,INTERESTED_IN,Counsellor Note,Explicit,,
A26-100816,Applicant,CLB-01,INTERESTED_IN,Portal Click,Passive,,
A26-103219,Applicant,CLB-39,INTERESTED_IN,Info Session Topic,Sustained,,
A26-106288,Applicant,CLB-10,INTERESTED_IN,Info Session Topic,Passive,,
A26-105996,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-105996,Applicant,CLB-11,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105996,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Sustained,,
A26-103587,Applicant,CLB-14,INTERESTED_IN,Info Session Topic,Explicit,,
A26-104285,Applicant,CLB-14,INTERESTED_IN,Portal Click,Sustained,,
A26-107643,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-107643,Applicant,CLB-02,INTERESTED_IN,Counsellor Note,Passive,,
A26-107643,Applicant,CLB-39,INTERESTED_IN,Application Checkbox,Sustained,,
A26-104049,Applicant,CLB-23,INTERESTED_IN,Portal Click,Explicit,,
A26-104049,Applicant,CLB-12,INTERESTED_IN,Essay Mention,Explicit,,
A26-100293,Applicant,CLB-29,INTERESTED_IN,Portal Click,Explicit,,
A26-100293,Applicant,CLB-13,INTERESTED_IN,Portal Click,Explicit,,
A26-100293,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-100591,Applicant,CLB-31,INTERESTED_IN,Info Session Topic,Explicit,,
A26-102400,Applicant,CLB-39,INTERESTED_IN,Portal Click,Explicit,,
A26-102400,Applicant,CLB-23,INTERESTED_IN,Portal Click,Passive,,
A26-102400,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Passive,,
A26-108389,Applicant,CLB-05,INTERESTED_IN,Counsellor Note,Explicit,,
A26-108389,Applicant,CLB-17,INTERESTED_IN,Application Checkbox,Passive,,
A26-101708,Applicant,CLB-07,INTERESTED_IN,Essay Mention,Passive,,
A26-101708,Applicant,CLB-08,INTERESTED_IN,Info Session Topic,Passive,,
A26-101708,Applicant,CLB-39,INTERESTED_IN,Info Session Topic,Passive,,
A26-101708,Applicant,CLB-38,INTERESTED_IN,Essay Mention,Passive,,
A26-102195,Applicant,CLB-12,INTERESTED_IN,Info Session Topic,Sustained,,
A26-102195,Applicant,CLB-02,INTERESTED_IN,Portal Click,Passive,,
A26-107977,Applicant,CLB-24,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-105149,Applicant,CLB-19,INTERESTED_IN,Counsellor Note,Passive,,
A26-106349,Applicant,CLB-12,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-101826,Applicant,CLB-03,INTERESTED_IN,Application Checkbox,Sustained,,
A26-101826,Applicant,CLB-22,INTERESTED_IN,Application Checkbox,Passive,,
A26-101826,Applicant,CLB-01,INTERESTED_IN,Info Session Topic,Sustained,,
A26-101826,Applicant,CLB-11,INTERESTED_IN,Essay Mention,Explicit,,
A26-102229,Applicant,CLB-07,INTERESTED_IN,Application Checkbox,Explicit,,
A26-102229,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-102229,Applicant,CLB-02,INTERESTED_IN,Portal Click,Explicit,,
A26-102985,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-102985,Applicant,CLB-29,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-105861,Applicant,CLB-38,INTERESTED_IN,Application Checkbox,Explicit,,
A26-106101,Applicant,CLB-39,INTERESTED_IN,Application Checkbox,Passive,,
A26-106101,Applicant,CLB-01,INTERESTED_IN,Counsellor Note,Explicit,,
A26-106101,Applicant,CLB-05,INTERESTED_IN,Counsellor Note,Passive,,
A26-104618,Applicant,CLB-40,INTERESTED_IN,Portal Click,Sustained,,
A26-106547,Applicant,CLB-22,INTERESTED_IN,Info Session Topic,Passive,,
A26-107267,Applicant,CLB-15,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107267,Applicant,CLB-11,INTERESTED_IN,Portal Click,Passive,,
A26-107267,Applicant,CLB-08,INTERESTED_IN,Essay Mention,Explicit,,
A26-102898,Applicant,CLB-11,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-102898,Applicant,CLB-17,INTERESTED_IN,Portal Click,Passive,,
A26-102898,Applicant,CLB-25,INTERESTED_IN,Info Session Topic,Passive,,
A26-107148,Applicant,CLB-11,INTERESTED_IN,Portal Click,Explicit,,
A26-107148,Applicant,CLB-23,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-107148,Applicant,CLB-02,INTERESTED_IN,Portal Click,Passive,,
A26-107148,Applicant,CLB-07,INTERESTED_IN,Portal Click,Explicit,,
A26-107429,Applicant,CLB-28,INTERESTED_IN,Portal Click,Explicit,,
A26-107429,Applicant,CLB-27,INTERESTED_IN,Application Checkbox,Explicit,,
A26-107429,Applicant,CLB-30,INTERESTED_IN,Portal Click,Passive,,
A26-100441,Applicant,CLB-24,INTERESTED_IN,Portal Click,Explicit,,
A26-102032,Applicant,CLB-39,INTERESTED_IN,Portal Click,Passive,,
A26-102032,Applicant,CLB-09,INTERESTED_IN,Portal Click,Passive,,
A26-106988,Applicant,CLB-01,INTERESTED_IN,Counsellor Note,Explicit,,
A26-106988,Applicant,CLB-25,INTERESTED_IN,Essay Mention,Explicit,,
A26-104910,Applicant,CLB-39,INTERESTED_IN,Campus Visit Meeting,Passive,,
A26-107648,Applicant,CLB-39,INTERESTED_IN,Essay Mention,Explicit,,
A26-106195,Applicant,CLB-11,INTERESTED_IN,Application Checkbox,Passive,,
A26-105601,Applicant,CLB-29,INTERESTED_IN,Portal Click,Sustained,,
A26-101505,Applicant,CLB-14,INTERESTED_IN,Essay Mention,Explicit,,
A26-101543,Applicant,CLB-14,INTERESTED_IN,Portal Click,Passive,,
A26-101543,Applicant,CLB-24,INTERESTED_IN,Essay Mention,Explicit,,
A26-102349,Applicant,CLB-05,INTERESTED_IN,Application Checkbox,Passive,,
A26-102349,Applicant,CLB-21,INTERESTED_IN,Application Checkbox,Sustained,,
A26-108359,Applicant,CLB-23,INTERESTED_IN,Portal Click,Sustained,,
A26-106080,Applicant,CLB-37,INTERESTED_IN,Info Session Topic,Passive,,
A26-101099,Applicant,CLB-40,INTERESTED_IN,Portal Click,Sustained,,
A26-101099,Applicant,CLB-23,INTERESTED_IN,Portal Click,Sustained,,
A26-101099,Applicant,CLB-19,INTERESTED_IN,Portal Click,Explicit,,
A26-101099,Applicant,CLB-25,INTERESTED_IN,Portal Click,Explicit,,
A26-105470,Applicant,CLB-10,INTERESTED_IN,Application Checkbox,Passive,,
A26-100826,Applicant,CLB-22,INTERESTED_IN,Application Checkbox,Explicit,,
A26-100826,Applicant,CLB-17,INTERESTED_IN,Application Checkbox,Passive,,
A26-100428,Applicant,CLB-02,INTERESTED_IN,Info Session Topic,Explicit,,
A26-100428,Applicant,CLB-23,INTERESTED_IN,Portal Click,Sustained,,
A26-100428,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Sustained,,
A26-105707,Applicant,CLB-23,INTERESTED_IN,Info Session Topic,Sustained,,
A26-105707,Applicant,CLB-01,INTERESTED_IN,Application Checkbox,Explicit,,
A26-105461,Applicant,CLB-09,INTERESTED_IN,Application Checkbox,Passive,,
A26-105461,Applicant,CLB-07,INTERESTED_IN,Info Session Topic,Passive,,
A26-105461,Applicant,CLB-14,INTERESTED_IN,Application Checkbox,Sustained,,
A26-104575,Applicant,CLB-22,INTERESTED_IN,Portal Click,Passive,,
A26-104575,Applicant,CLB-04,INTERESTED_IN,Portal Click,Explicit,,
A26-107750,Applicant,CLB-07,INTERESTED_IN,Counsellor Note,Passive,,
A26-107750,Applicant,CLB-17,INTERESTED_IN,Portal Click,Explicit,,
A26-101356,Applicant,CLB-11,INTERESTED_IN,Application Checkbox,Passive,,
A26-104602,Applicant,CLB-03,INTERESTED_IN,Info Session Topic,Explicit,,
A26-104602,Applicant,CLB-05,INTERESTED_IN,Portal Click,Sustained,,
A26-104602,Applicant,CLB-10,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-104602,Applicant,CLB-14,INTERESTED_IN,Portal Click,Sustained,,
A26-100683,Applicant,CLB-44,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-100683,Applicant,CLB-26,INTERESTED_IN,Campus Visit Meeting,Sustained,,
A26-108158,Applicant,CLB-14,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-108158,Applicant,CLB-10,INTERESTED_IN,Portal Click,Explicit,,
A26-100469,Applicant,CLB-44,INTERESTED_IN,Campus Visit Meeting,Explicit,,
A26-100469,Applicant,CLB-13,INTERESTED_IN,Application Checkbox,Sustained,,
